scraped_city,facility,operator,street,zip_code,city_in_desc,avg_home_price_usd,avg_electricity_cost_usd_per_kwh,avg_water_cost_usd_monthly
Dallas,DataBank DFW5 - Dallas Infomart,DataBank,1950 Stemmons Fwy,75207,Dallas,404000.0,0.132,62.2
Dallas,GDC - Dallas TX4 Data Center,"NTT DATA, Inc.",2011 Lookout Drive,75044,Garland,459000.0,0.144,53.0
Dallas,GDC - Dallas TX2 Data Center,"NTT DATA, Inc.",2108 Lookout Drive,75044,Garland,459000.0,0.144,53.0
Dallas,VAZATA McKinney,VAZATA,1720 Bray Central Dr,75069,McKinney,415000.0,0.14,78.7
Dallas,Equinix DA3,Equinix,1950 North Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,Aligned DFW-01,Aligned Data Centers,2800 Summit Avenue,75074,Plano,390000.0,0.132,60.6
Dallas,Edged Dallas-Fort Worth DFW01-1,Edged Energy,505 N Wildwood Dr,75061,Irving,390000.0,0.13,57.3
Dallas,Serverphase Data Center,M&A Technology Inc.,2045 Chenault Drive,75006,Carrollton,445000.0,0.142,60.1
Dallas,Resilience DFW,Overwatch Capital,6815 Communications Pkwy,75024,Plano,446000.0,0.143,68.4
Dallas,DataBank DFW6 - Dallas Love Field,DataBank,8600 Harry Hines Blvd,75235,Dallas,393000.0,0.137,72.1
Dallas,DataBank DFW7 - Dallas LBJ,DataBank,6606 Lyndon B Johnson Fwy,75240,Dallas,373000.0,0.134,64.0
Dallas,DataBank DFW3 - Plano,DataBank,8375 Dominion Pkwy,75024,Plano,446000.0,0.143,68.4
Dallas,365 Data Centers - Richardson,365 Data Centers,1001 East Campbell Road,75081,Richardson,423000.0,0.142,65.1
Dallas,ScaleMatrix Dallas,ScaleMatrix,820 Allen Commerce Pkwy,75013,Allen,375000.0,0.133,63.1
Dallas,Evocative DAL1,Evocative Data Centers,2800 Summit Ave,75074,Plano,390000.0,0.132,60.6
Dallas,Provision Data Services,Provision Data Services,2020 Live Oak,75201,Dallas,443000.0,0.134,70.7
Dallas,Rackspace Dallas 2,Rackspace Hosting,1215 Integrity Drive,75081,Richardson,423000.0,0.142,65.1
Dallas,DataBank DFW4 - Dallas Empire,DataBank,1100 Empire Central Place,75247,Dallas,423000.0,0.142,64.2
Dallas,24 Hour Data Plano,24 Hour Data,811 E Plano Pkwy,75074,Plano,390000.0,0.132,60.6
Dallas,ColoCrossing DFW1,ColoCrossing,3004 Irving Blvd,75247,Dallas,423000.0,0.142,64.2
Dallas,Equinix DA7,Equinix,6653 Pinecrest Dr,75024,Plano,446000.0,0.143,68.4
Dallas,GDC - Dallas TX3 Data Center,"NTT DATA, Inc.",2080 Lookout Drive,75044,Garland,459000.0,0.144,53.0
Dallas,GIPNetworks Plano,Plano Data Center | Global IP Networks,1009 Jupiter Rd,75074,Plano,390000.0,0.132,60.6
Dallas,Stream DC DFW VII - Garland,Stream Data Centers,1813 Lookout Drive,75044,Garland,459000.0,0.144,53.0
Dallas,STACK Infrastructure DFW02 Campus,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster,442000.0,0.129,60.0
Dallas,VAZATA Dallas II,VAZATA,2440 Marsh Lane,75007,Carrollton,375000.0,0.143,75.1
Dallas,Stream DC DFWC - Wilmer II Campus,Stream Data Centers,"930 Sunrise Rd, Lancaster, TX , USA",75146,Wilmer,442000.0,0.129,60.0
Dallas,Infomart Dallas,Equinix,1950 N. Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,STACK Infrastructure DFW01B,STACK INFRASTRUCTURE,6715 Pinecrest Dr,75024,Plano,446000.0,0.143,68.4
Dallas,STACK Infrastructure DFW01A,STACK INFRASTRUCTURE,6653 Pinecrest Dr,75024,Plano,446000.0,0.143,68.4
Dallas,Stream DC DFWC1,Stream Data Centers,930 N Sunrise Rd,75172,Wilmer,462000.0,0.135,66.7
Dallas,DigiCo Dallas DAL1,DigiCo Infrastructure REIT,1402 E Lookout Dr,75082,Richardson,430000.0,0.144,69.2
Dallas,Cogent Data Center - Irving,"Cogent Communications, Inc.",2511 E Grauwyler Rd,75061,Irving,390000.0,0.13,57.3
Dallas,ColoHouse Dallas,ColoHouse,1649 West Frankford Road,75007,Dallas,375000.0,0.143,75.1
Dallas,QTS Irving Campus,QTS Data Centers,6431 Longhorn Drive,75063,Irving,319000.0,0.138,59.4
Dallas,Neutron Data Center,M&A Technology Inc.,13616 Neutron Road,75244,Dallas,451000.0,0.139,65.1
Dallas,Equinix DA4,Equinix,2323 Bryan St,75201,Dallas,443000.0,0.134,70.7
Dallas,Cogent Data Center - Fort Worth,"Cogent Communications, Inc.",1400 E Presidio St,76102,Fort Worth,443000.0,0.141,64.7
Dallas,Epic.io Dallas Data Center,Epic.io,1526 Viceroy Dr,75235,Dallas,393000.0,0.137,72.1
Dallas,Enterhost Data Center,Consuro Managed Technology,801 Cherry Street,76102,Fort Worth,443000.0,0.141,64.7
Dallas,5CDC Dallas-Fort Worth - DFW01,5C Group Inc.,1201 John Burgess Dr,76140,Fort Worth,394000.0,0.138,68.9
Dallas,STACK Infrastructure DFW02A,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster,442000.0,0.129,60.0
Dallas,STACK Infrastructure DFW02B,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster,442000.0,0.129,60.0
Dallas,STACK Infrastructure DFW02E,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster,442000.0,0.129,60.0
Dallas,STACK Infrastructure DFW02C,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster,442000.0,0.129,60.0
Dallas,STACK Infrastructure DFW02D,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster,442000.0,0.129,60.0
Dallas,STACK Infrastructure DFW02F,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster,442000.0,0.129,60.0
Dallas,Equinix DA9,Equinix,2222 East Grauwyler Road,75061,Irving,390000.0,0.13,57.3
Dallas,Vantage Frontier - Shackelford County,Vantage Data Centers,TX-351 & Farm to Market Road 604,79601,Abilene,415000.0,0.134,73.4
Dallas,DataBank DFW9 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak,350000.0,0.137,75.2
Dallas,CyrusOne DFW10 - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney,433000.0,0.144,75.0
Dallas,STACK Infrastructure DFW01C,STACK INFRASTRUCTURE,5601 W Spring Creek Pkwy,75024,Plano,446000.0,0.143,68.4
Dallas,DataBank DFW8 - Plano,DataBank,8375 Dominion Pkwy,75024,Plano,446000.0,0.143,68.4
Dallas,DataBank DFW10 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak,350000.0,0.137,75.2
Dallas,Centersquare - Dallas DFW1,Csquare,14901 FAA Blvd,76155,Fort Worth,387000.0,0.138,75.5
Dallas,QTS Fort Worth 1 DC1,QTS Data Centers,14100 Park Vista Boulevard,76177,Fort Worth,397000.0,0.134,72.7
Dallas,QTS Irving DC1 & DC2,QTS Data Centers,6431 Longhorn Drive,75063,Irving,319000.0,0.138,59.4
Dallas,CyrusOne DFW17B - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney,433000.0,0.144,75.0
Dallas,CyrusOne DFW11 - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney,433000.0,0.144,75.0
Dallas,Tier.Net Dallas Data Center,TierNet,1515 Round Table Dr,75247,Dallas,423000.0,0.142,64.2
Dallas,Aligned DFW-04,Aligned Data Centers,601 North Star Rd,75074,Plano,390000.0,0.132,60.6
Dallas,Equinix DA12-2,Equinix,1550 W Mockingbird Ln,75235,Dallas,393000.0,0.137,72.1
Dallas,KDC Richardson,KDC,1510 E Lookout Dr,75082,Richardson,430000.0,0.144,69.2
Dallas,Riot Platforms Corsicana,"Riot Platforms, Inc.",6980 Farm to Market Rd 709,75110,Corsicana,445000.0,0.146,66.1
Dallas,CyrusOne DFW17C - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney,433000.0,0.144,75.0
Dallas,CyrusOne DFW17 - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney,433000.0,0.144,75.0
Dallas,CoreWeave Plano,CoreWeave,1000 Coit Rd,75075,Plano,410000.0,0.148,63.3
Dallas,ServerMania Dallas Data Center,ServerMania Inc,3000 Irving Blvd,75247,Dallas,423000.0,0.142,64.2
Dallas,Aligned DFW-02,Aligned Data Centers,2800 Summit Avenue,75074,Plano,390000.0,0.132,60.6
Dallas,Edged Dallas-Fort Worth DFW01-2,Edged Energy,N Wildwood Dr,75061,Irving,390000.0,0.13,57.3
Dallas,Cogent Data Center - Dallas 2,"Cogent Communications, Inc.",146 Parkhouse St,75207,Dallas,404000.0,0.132,62.2
Dallas,Project Orange,Unknown Company,201 Sunrise Road,75146,Lancaster,442000.0,0.129,60.0
Dallas,Skybox Atlantic Station,Skybox Datacenters,2300 W Plano Pkwy,75075,Plano,410000.0,0.148,63.3
Dallas,Skybox Legacy Campus,Skybox Datacenters,within,about 25 miles north of Downtown Austin,75075,479000.0,0.143,71.4
Dallas,Core Scientific Denton,Core Scientific,8171 Jim Christal Rd,76207,Denton,398000.0,0.125,58.0
Dallas,Skybox PowerCampus Dallas,Skybox Datacenters,within,near Interstate 35E,75146,479000.0,0.143,71.4
Dallas,Consolidated Dallas,Consolidated Communications,400 S Akard St,75202,Dallas,454000.0,0.144,60.3
Dallas,Nexus Hubbard Campus,Nexus Data Centers,880 State Hwy 171,76648,Hubbard,422000.0,0.136,54.1
Dallas,DataBank Red Oak Campus,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak,350000.0,0.137,75.2
Dallas,NTT Garland Campus,"NTT DATA, Inc.",2008-2108 Lookout Drive,75044,Garland,459000.0,0.144,53.0
Dallas,Aligned Plano Campus,Aligned Data Centers,2800 Summit Avenue,75074,Plano,390000.0,0.132,60.6
Dallas,Aligned DFW-03,Aligned Data Centers,3801 Britton Rd,76063,Mansfield,436000.0,0.136,71.3
Dallas,Stream DC DFW-VIII - Wilmer,Stream Data Centers,60 Sunrise Road,75146,Wilmer,442000.0,0.129,60.0
Dallas,QTS South Dallas Campus,QTS Data Centers,303 Mason Rd,75146,Lancaster,442000.0,0.129,60.0
Dallas,QTS Irving DC3,QTS Data Centers,6351 Longhorn Drive,75063,Irving,319000.0,0.138,59.4
Dallas,Wowrack Dallas,Wowrack,4939 Reading St,75247,Dallas,423000.0,0.142,64.2
Dallas,CyrusOne DFW6 - Richardson,CyrusOne Data Centers,1510 E Lookout Dr,75082,Richardson,430000.0,0.144,69.2
Dallas,CyrusOne Whitney Campus,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney,433000.0,0.144,75.0
Dallas,Lincoln Red Oak Campus,Lincoln Property Company,within,"Red Oak, Texas along the newly opened Loop 9 highway",75154,479000.0,0.143,71.4
Dallas,1000 Coit Road,Lincoln Property Company,1000 Coit Rd,75075,Plano,410000.0,0.148,63.3
Dallas,Google Midlothian Data Center,Google,3800 Railport Pkwy,76065,Midlothian,446000.0,0.134,70.0
Dallas,Psychz Dallas,Psychz Networks,1515 Roundtable Dr,75457,Dallas,450000.0,0.137,61.1
Dallas,Prometheus TX-1,Prometheus Hyperscale,6998 Farm to Market 987,75160,Terrell,391000.0,0.138,62.9
Dallas,QTS South Dallas DC3,QTS Data Centers,303 Mason Rd,75146,Lancaster,442000.0,0.129,60.0
Dallas,Equinix DA12-1,Equinix,1550 W Mockingbird Ln,75235,Dallas,393000.0,0.137,72.1
Dallas,QTS South Dallas DC1,QTS Data Centers,303 Mason Rd,75146,Lancaster,442000.0,0.129,60.0
Dallas,QTS South Dallas DC2,QTS Data Centers,303 Mason Rd,75146,Lancaster,442000.0,0.129,60.0
Dallas,DataBank - 2323 Bryan St,DataBank,2323 Bryan St,75201,Dallas,443000.0,0.134,70.7
Dallas,Project Labrador,Unknown Company,1401 Greene Road,75146,Lancaster,442000.0,0.129,60.0
Dallas,365 Data Centers - Dallas,365 Data Centers,2323 Bryan St.,75201,Dallas,443000.0,0.134,70.7
Dallas,CyrusOne DFW7 - Fort Worth,CyrusOne Data Centers,Asphalt Dr,76179,Fort Worth,395000.0,0.13,69.7
Dallas,Windstream Dallas,Windstream,600 N Pearl St,75201,Dallas,443000.0,0.134,70.7
Dallas,LightEdge - Dallas,LightEdge,2501 State Hwy 121,75067,Lewisville,426000.0,0.151,68.7
Dallas,Compass Red Oak - 300 Houston School Rd,Compass Datacenters,300 Houston School Rd,75154,Red Oak,350000.0,0.137,75.2
Dallas,Yondr Lancaster,Yondr Group,within,"Lancaster, south of Dallas",TBA,479000.0,0.143,71.4
Dallas,DataBank DFW11 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak,350000.0,0.137,75.2
Dallas,Mobius Partners - Farmers Branch,Mobius Partners,4215 N. Beltwood Pkwy,75244,Farmers Branch,451000.0,0.139,65.1
Dallas,Edged Dallas-Fort Worth DFW02,Edged Energy,I-20 & Chapin School Rd,76126,Fort Worth,412000.0,0.133,61.1
Dallas,Edged Dallas-Fort Worth DFW01 Campus,Edged Energy,505 N Wildwood Dr,75061,Irving,390000.0,0.13,57.3
Dallas,Meta Fort Worth Data Center,Meta,4500 Like Way,76177,Fort Worth,397000.0,0.134,72.7
Dallas,DataBank DFW12 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak,350000.0,0.137,75.2
Dallas,Project Annie,Soluna Computing,within,Tyson Nick Solar Project,75460,479000.0,0.143,71.4
Dallas,4099 Hereford Street,Frasier Cole,4099 Hereford St,76043,Glen Rose,465000.0,0.125,62.4
Dallas,PowerHouse Grand Prairie,PowerHouse Data Centers,881 Miller Rd,76065,Midlothian,446000.0,0.134,70.0
Dallas,Equinix DA12 Campus,Equinix,1550 W Mockingbird Ln,75235,Dallas,393000.0,0.137,72.1
Dallas,Lumen Dallas,Lumen,3180 Irving Blvd.,75247,Dallas,423000.0,0.142,64.2
Dallas,Lumen Fort Worth 2,Lumen,1101 E 9th St,76102,Fort Worth,443000.0,0.141,64.7
Dallas,PowerHouse Irving Campus,PowerHouse Data Centers,111 Customer Way,75039,Irving,424000.0,0.143,61.7
Dallas,Eonix Communications Dallas,Eonix Communications Inc,1515 Round Table Drive,75207,Dallas,404000.0,0.132,62.2
Dallas,Black Mountain Power LLC,Unknown Company,7600-7780 Forest Hill Dr & LonStephenson Rd,76140,Forest Hill,394000.0,0.138,68.9
Dallas,LOGIX Fort Worth,LOGIX FIBER NETWORKS,307-309 West 7th St,76102,Fort Worth,443000.0,0.141,64.7
Dallas,NocRoom Dallas Colocation and VPS,NocRoom Miami Colocation VPS,33004 Irving Blvd,75247,Dallas,423000.0,0.142,64.2
Dallas,LOGIX Dallas #1,LOGIX FIBER NETWORKS,2323 Bryan St,75201,Dallas,443000.0,0.134,70.7
Dallas,Lunavi Dallas,Lunavi,"1950 North Stemmons, Fwy",75207,Dallas,404000.0,0.132,62.2
Dallas,Cisco Allen Data Center,Cisco Systems,2260 Chelsea Blvd,75013,Allen,375000.0,0.133,63.1
Dallas,Cisco Richardson Data Center,Cisco Systems,2300 E President George Bush Hwy,75082,Richardson,430000.0,0.144,69.2
Dallas,LOGIX Dallas #2,LOGIX FIBER NETWORKS,2914 Taylor Street,75226,Dallas,443000.0,0.141,62.6
Dallas,ATOS Dallas Data Center,Atos Group,2323 Bryan Street,75201,Dallas,443000.0,0.134,70.7
Dallas,TPx Dallas Data Center,TPx Communications,717 N Harwood St,75201,Dallas,443000.0,0.134,70.7
Dallas,Synoptek - Dallas Data Center,Synoptek,2323 Bryan Street,75201,Dallas,443000.0,0.134,70.7
Dallas,IBM DAL07,IBM,1700 Summit Ave,75074,Plano,390000.0,0.132,60.6
Dallas,IBM DAL01,IBM,1950 N. Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,IBM DAL02/06,IBM,1333 North Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,PowerHouse Irving - Building A,PowerHouse Data Centers,111 Customer Way,75039,Irving,424000.0,0.143,61.7
Dallas,PowerHouse Irving - Building C,PowerHouse Data Centers,111 Customer Way,75039,Irving,424000.0,0.143,61.7
Dallas,PowerHouse Irving - Building B,PowerHouse Data Centers,111 Customer Way,75039,Irving,424000.0,0.143,61.7
Dallas,ACS Fort Worth Campus,Grupo ACS,10059-10197 Hicks Field Rd,76179,Fort Worth,395000.0,0.13,69.7
Dallas,Lumen Dallas,Lumen,1150 Regal Row,75247,Dallas,423000.0,0.142,64.2
Dallas,STACK Infrastructure,STACK INFRASTRUCTURE,1950 N Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Dallas,IBM DAL04,IBM,400 Akard St,75202,Dallas,454000.0,0.144,60.3
Dallas,QTS Irving DC5,QTS Data Centers,6300 Longhorn Drive,75063,Irving,319000.0,0.138,59.4
Dallas,QTS Irving DC6,QTS Data Centers,6300 Longhorn Drive,75063,Irving,319000.0,0.138,59.4
Dallas,Lumen Fort Worth 1,Lumen,1601 Jones Street,76102,Fort Worth,443000.0,0.141,64.7
Dallas,ACS Fort Worth - Building D,Grupo ACS,1645 Hicks Field Rd E,76179,Fort Worth,395000.0,0.13,69.7
Dallas,CyrusOne DFW4 - Allen,CyrusOne Data Centers,2300 Chelsea Boulevard,75013,Allen,375000.0,0.133,63.1
Dallas,ACS Fort Worth - Building B,Grupo ACS,10100 Hicks Field Rd,76179,Fort Worth,395000.0,0.13,69.7
Dallas,CyrusOne DFW5 - Allen,CyrusOne Data Centers,2300 Chelsea Boulevard,75013,Allen,375000.0,0.133,63.1
Dallas,Lumen Dallas 3,Lumen,1201 Main Street,75202,Dallas,454000.0,0.144,60.3
Dallas,IBM DAL05,IBM,4849 Alpha Rd,75244,Dallas,451000.0,0.139,65.1
Dallas,ACS Fort Worth - Building E,Grupo ACS,Hillwood Blvd,76179,Fort Worth,395000.0,0.13,69.7
Dallas,ACS Fort Worth - Building C,Grupo ACS,Hillwood Blvd,76179,Fort Worth,395000.0,0.13,69.7
Dallas,ACS Fort Worth - Building A,Grupo ACS,10121 Hicks Field Rd,76179,Fort Worth,395000.0,0.13,69.7
Dallas,Lumen Dallas 4,Lumen,400 S Akrad,75202,Dallas,454000.0,0.144,60.3
Dallas,Data Canopy - Dallas,Data Canopy,1807 Ross Avenue,75201,Dallas,443000.0,0.134,70.7
Dallas,Lumen Dallas 2,Lumen,1950 Stemmons Freeway,75207,Dallas,404000.0,0.132,62.2
Jacksonville,Cologix JAX1,Cologix,421 West Church Street,32202,Jacksonville,303000.0,0.119,51.6
Jacksonville,Cologix JAX2,Cologix,4800 Spring Park Road,32207,Jacksonville,288000.0,0.137,70.2
Jacksonville,Flexential Jacksonville Data Center,Flexential,4905 Belfort Road,32256,Jacksonville,251000.0,0.13,60.6
Jacksonville,TierPoint Jacksonville,TierPoint,8324 Baymeadows Way,32256,Jacksonville,251000.0,0.13,60.6
Jacksonville,EdgeConneX Jacksonville - EDCJAX01,EdgeConneX,"6602 Executive Park Ct N, Unit #105.",32216,Jacksonville,305000.0,0.116,62.0
Jacksonville,CSX Data Center,ColoCSX,6425 Southpoint Pkwy,32216,Jacksonville,305000.0,0.116,62.0
Jacksonville,ScaleMatrix Jacksonville,ScaleMatrix,8324 Baymeadows Way,32256,Jacksonville,251000.0,0.13,60.6
Jacksonville,SBA Edge Jacksonville,SBA Edge,800 Water Street,32204,Jacksonville,294000.0,0.118,60.4
Jacksonville,American Tower EDC Jacksonville,American Tower Corporation,325 17th Ave N,32250,Jacksonville Beach,325000.0,0.133,50.7
Jacksonville,Windstream Jacksonville,Windstream,421 W. Church St.,32202,Jacksonville,303000.0,0.119,51.6
Jacksonville,DC BLOX Palm Coast,DC BLOX Inc.,1035 Town Center Blvd,32164,Palm Coast,275000.0,0.112,42.2
Jacksonville,SBA Edge JaxNAP,SBA Edge,421 West Church Street,32202,Jacksonville,303000.0,0.119,51.6
Jacksonville,Lumen Jacksonville,Lumen,608 W. Adams Street,32204,Jacksonville,294000.0,0.118,60.4
Jacksonville,Lumen Jacksonville 1,Lumen,4814 Phillips Highway,32207,Jacksonville,288000.0,0.137,70.2
Jacksonville,Lumen Jacksonville 2,Lumen,608 W. Adams Street,32204,Jacksonville,294000.0,0.118,60.4
